Nombre,Latitud,Longitud,Pais,Siglas,Tipo,Poblacion
Hamburgo,53.55,10.0,Alemania,DEU,Capital Comunidad,1852478
Meru,0.05,37.65,Kenia,KEN,Capital Comunidad,1833000
Brazzaville,-4.2667,15.2833,República del Congo,COG,Capital,1827000
Orlando,28.4772,-81.3369,Estados Unidos,USA,Ciudad,1822394
Fuxin,42.0127,121.6486,China,CHN,Ciudad,1819339
Wuwei,37.9278,102.6329,China,CHN,Capital Provincia,1815059
Manaus,-3.1,-60.0167,Brasil,BRA,Capital Comunidad,1802014
Bhopal,23.25,77.4167,India,IND,Capital Comunidad,1798218
San Jose,37.3019,-121.8486,Estados Unidos,USA,Ciudad,1798103
Varsovia,52.23,21.0111,Polonia,POL,Capital,1790658
Lubumbashi,-11.6697,27.4581,República Democrática del Congo,COD,Capital Comunidad,1786397
Davao,7.0667,125.6,Filipinas,PHL,Capital Comunidad,1776949
Haikou,20.02,110.32,China,CHN,Capital Comunidad,1776141
Damascus,33.5131,36.2919,Siria,SYR,Capital,1754000
Shuyangzha,34.1299,118.7734,China,CHN,Ciudad,1770000
Bruselas,50.8353,4.3314,Bélgica,BEL,Capital,1743000
Lusaka,-15.4167,28.2833,Zambia,ZMB,Capital,1742979
Hyderabad City,25.3792,68.3683,Pakistán,PAK,Capital Provincia,1732693
Budapest,47.4983,19.0408,Hungría,HUN,Capital,1723836
Shuozhou,39.3408,112.4292,China,CHN,Capital Provincia,1714857
Cleveland,41.4767,-81.6804,Estados Unidos,USA,Ciudad,1710093
Benxi,41.292,123.761,China,CHN,Ciudad,1709538
Baiyin,36.5448,104.1766,China,CHN,Capital Provincia,1708751
Pittsburgh,40.4396,-79.9762,Estados Unidos,USA,Ciudad,1703266
Patna,25.61,85.1414,India,IND,Capital Comunidad,1684222
Mosul,36.3667,43.1167,Irak,IRQ,Capital Comunidad,1694000
Caloocan City,14.65,120.9667,Filipinas,PHL,Capital Comunidad,1661584
Austin,30.3004,-97.7522,Estados Unidos,USA,Capital Comunidad,1687311
Sanzhou,30.82,108.4,China,CHN,Ciudad,1680000
Beihai,21.4667,109.1,China,CHN,Capital Provincia,1680000
Mecca,21.4225,39.8261,Arabia Saudí,SAU,Capital Comunidad,1675368
Heihe,50.2458,127.4886,China,CHN,Capital Provincia,1673899
Jingdezhen,29.2942,117.2036,China,CHN,Capital Provincia,1673200
Conakry,9.538,-13.6773,Guinea,GIN,Capital,1667864
Kampala,0.3136,32.5811,Uganda,UGA,Capital,1659600
Cincinnati,39.1413,-84.5061,Estados Unidos,USA,Ciudad,1662691
Recife,-8.0539,-34.8808,Brasil,BRA,Capital Comunidad,1653461
Yushan,31.3867,120.9766,China,CHN,Capital Provincia,1651200
Zhongli,24.965,121.2168,Taiwán,TWN,Ciudad,1632616
Kansas City,39.1239,-94.5541,Estados Unidos,USA,Ciudad,1636715
Manhattan,40.7834,-73.9662,Estados Unidos,USA,Ciudad,1628706
Bilaspur,22.15,82.0167,India,IND,Ciudad,1625502
Semarang,-6.9667,110.4167,Indonesia,IDN,Capital Comunidad,1621384
Ludhiana,30.9083,75.8486,India,IND,Ciudad,1618879
Novosibirsk,55.0333,82.9167,Rusia,RUS,Capital Comunidad,1602915
Chengtangcun,35.0833,117.15,China,CHN,Ciudad,1603659
Agra,27.1724,78.0131,India,IND,Ciudad,1592000
Karaj,35.8327,50.9915,Irán,IRN,Capital Comunidad,1592492
Wenzhou,27.9991,120.6561,China,CHN,Ciudad,1588700
Indianapolis,39.7771,-86.1458,Estados Unidos,USA,Capital Comunidad,1588961
Leon de los Aldama,21.1167,-101.6833,México,MEX,Capital Provincia,1579803
Puebla,19.0333,-98.1833,México,MEX,Capital Comunidad,1576259
Kalyan,19.2502,73.1602,India,IND,Ciudad,1576614
Madurai,9.9197,78.1194,India,IND,Capital Provincia,1561129
Mbuji-Mayi,-6.1209,23.5967,República Democrática del Congo,COD,Capital Comunidad,1559073
Hebi,35.7497,114.2887,China,CHN,Ciudad,1569208
Shiraz,29.61,52.5425,Irán,IRN,Capital Comunidad,1565572
Jamshedpur,22.8,86.1833,India,IND,Ciudad,1558000
Columbus,39.9862,-82.985,Estados Unidos,USA,Capital Comunidad,1562009
Tabriz,38.0833,46.2833,Irán,IRN,Capital Comunidad,1558693
Maracaibo,10.6333,-71.6333,Venezuela,VEN,Capital Comunidad,1551539
Kawasaki,35.5167,139.7,Japón,JPN,Ciudad,1539522
Aba,5.1167,7.3667,Nigeria,NGA,Capital Provincia,1530000
Palembang,-2.9833,104.7644,Indonesia,IDN,Capital Comunidad,1535952
Zhangjiajie,29.1255,110.4844,China,CHN,Capital Provincia,1537900
Kobe,34.6913,135.183,Japón,JPN,Capital Comunidad,1513193
Charlotte,35.208,-80.8304,Estados Unidos,USA,Ciudad,1512923
Changshu,31.65,120.7333,China,CHN,Ciudad,1510100
Lianjiang,21.6146,110.2794,China,CHN,Ciudad,1509400
Ximeicun,24.9633,118.3811,China,CHN,Ciudad,1508000
Jianguang,28.1958,115.7833,China,CHN,Ciudad,1507402
Yucheng,29.9888,103.0007,China,CHN,Capital Provincia,1507258
Belem,-1.4558,-48.5039,Brasil,BRA,Capital Comunidad,1499641
Guiping,23.4,110.0833,China,CHN,Capital Provincia,1496904
Leizhou,20.9147,110.0806,China,CHN,Capital Provincia,1494700
Gwangju,35.1667,126.9167,Corea del Sur,KOR,Capital Comunidad,1490092
Munich,48.1375,11.575,Alemania,DEU,Capital Comunidad,1488202
Nasik,20.0,73.7833,India,IND,Ciudad,1486053
Porto Alegre,-30.0328,-51.23,Brasil,BRA,Capital Comunidad,1484941
Valencia Ven,10.1667,-68.0,Venezuela,VEN,Capital Comunidad,1484430
Onitsha,6.1667,6.7833,Nigeria,NGA,Capital Provincia,1483000
Abu Dhabi,24.4511,54.3969,Emiratos Árabes Unidos,ARE,Capital,1483000
Virginia Beach,36.7335,-76.0435,Estados Unidos,USA,Ciudad,1478868
Daejeon,36.351,127.385,Corea del Sur,KOR,Capital Comunidad,1475221
Zapopan,20.7167,-103.4,México,MEX,Capital Provincia,1476491
Yekaterinburg,56.8356,60.6128,Rusia,RUS,Capital Comunidad,1468833
Huazhou,32.6832,112.079,China,CHN,Capital Provincia,1468061
Kyoto,35.0117,135.7683,Japón,JPN,Capital Comunidad,1464890
Shuangyashan,46.6388,131.1545,China,CHN,Capital Provincia,1462626
Pizhou,34.3422,118.0097,China,CHN,Ciudad,1458038
El Kelaa des Srarhna,32.05,-7.4,Marruecos,MAR,Ciudad,1450021
Kharkiv,50.0,36.2292,Ucrania,UKR,Capital Comunidad,1446107
Yangshe,31.8775,120.5512,China,CHN,Capital Provincia,1432044
Guyuan,36.008,106.2782,China,CHN,Ciudad,1426000
Khulna,22.8167,89.55,Bangladés,BGD,Capital Comunidad,1400689
Muscat,23.6139,58.5922,Omán,OMN,Capital,1421409
Bronx,40.8501,-73.8662,Estados Unidos,USA,Ciudad,1418207
Gaozhou,21.9135,110.8481,China,CHN,Ciudad,1414100
Chizhou,30.6583,117.4849,China,CHN,Capital Provincia,1402518
Faridabad,28.4353,77.3147,India,IND,Ciudad,1394000
Ulaanbaatar,47.9214,106.9055,Mongolia,MNG,Capital,1396288
Goiania,-16.6806,-49.2564,Brasil,BRA,Capital Comunidad,1393575
Fuqing,25.7232,119.3735,China,CHN,Capital Provincia,1390487
Belgrado,44.8167,20.4667,Serbia,SRB,Capital,1378682
Pingdu,36.7833,119.9556,China,CHN,Ciudad,1378900
Milan,45.4669,9.19,Italia,ITA,Capital Comunidad,1366180
Aurangabad,19.88,75.32,India,IND,Ciudad,1371330
Yutan,28.3147,112.554,China,CHN,Capital Provincia,1368117
Milwaukee,43.0642,-87.9673,Estados Unidos,USA,Ciudad,1365787
Huangshan,29.7132,118.3151,China,CHN,Capital Provincia,1358980
Auckland,-36.85,174.7833,Nueva Zelanda,NZL,Capital Comunidad,1346091
Makassar,-5.1331,119.4136,Indonesia,IDN,Capital Comunidad,1338663
Santiago,19.45,-70.7,República Dominicana,DOM,Capital Comunidad,1343423
Praga,50.0833,14.4167,República Checa,CZE,Capital,1335084
Rajkot,22.2969,70.7984,India,IND,Ciudad,1335397
Liangshi,27.2578,111.7351,China,CHN,Ciudad,1335900
Cordoba Arg,-31.4167,-64.1833,Argentina,ARG,Capital Comunidad,1329604
Guarulhos,-23.4667,-46.5333,Brasil,BRA,Ciudad,1324781
Al Basrah,30.515,47.81,Irak,IRQ,Capital Comunidad,1326564
Saitama,35.8617,139.6453,Japón,JPN,Capital Comunidad,1320571
Juarez,31.7386,-106.487,México,MEX,Capital Provincia,1321004
Montevideo,-34.8667,-56.1667,Uruguay,URY,Capital,1319108
Xintai,35.91,117.78,China,CHN,Ciudad,1315942
Wusong,30.9333,117.7667,China,CHN,Capital Provincia,1311726
Meerut,28.99,77.7,India,IND,Ciudad,1305429
Yushu,44.8249,126.5451,China,CHN,Ciudad,1304436
Rongcheng,26.2312,104.0966,China,CHN,Ciudad,1302891
Huazhou,21.654,110.6294,China,CHN,Ciudad,1302100
Yangquan,37.8576,113.5762,China,CHN,Capital Provincia,1300000
Adelaide,-34.9275,138.6,Australia,AUS,Capital Comunidad,1295714
Baishan,41.9377,126.4179,China,CHN,Capital Provincia,1296127
Dayan,26.8808,100.2208,China,CHN,Ciudad,1296000
Haicheng,40.8523,122.7474,China,CHN,Capital Provincia,1293877
Jiangyin,31.9087,120.2653,China,CHN,Ciudad,1285785
Huaiyin,33.5819,119.028,China,CHN,Ciudad,1264000
Wuzhong,37.9874,106.1919,China,CHN,Capital Provincia,1284000
Cacuaco,-8.7833,13.3667,Angola,AGO,Ciudad,1279488
Barranquilla,10.9639,-74.7964,Colombia,COL,Capital Comunidad,1274250
Sofia,42.6979,23.3217,Bulgaria,BGR,Capital,1277411
Soweto,-26.2678,27.8586,Sudáfrica,ZAF,Ciudad,1271628
Jabalpur,23.1667,79.9333,India,IND,Ciudad,1267564
Rucheng,32.3852,120.5634,China,CHN,Capital Provincia,1267066
Nizhniy Novgorod,56.3269,44.0075,Rusia,RUS,Capital Comunidad,1264075
Shaoyang,32.9387,119.8404,China,CHN,Capital Provincia,1253548
Dhanbad,23.7928,86.435,India,IND,Ciudad,1246000
Comayaguela,14.0833,-87.2167,Honduras,HND,Ciudad,1250000
Laiwu,36.1833,117.6667,China,CHN,Ciudad,1248636
Sharjah,25.3575,55.3919,Emiratos Árabes Unidos,ARE,Capital Comunidad,1247749
Jingling,30.6667,113.1667,China,CHN,Ciudad,1247400
Kazan,55.7908,49.1144,Rusia,RUS,Capital Comunidad,1243500
Suwon,37.2858,127.01,Corea del Sur,KOR,Capital Comunidad,1234300
Yongcheng,33.9317,116.4459,China,CHN,Ciudad,1240382
Calgary,51.05,-114.0667,Canadá,CAN,Ciudad,1239220
Can Tho,10.0333,105.7833,Vietnam,VNM,Capital Comunidad,1237300
Abuja,9.0556,7.4914,Nigeria,NGA,Capital,1235880
Mandalay,21.9831,96.0844,Birmania,MMR,Capital Comunidad,1225546
Beidao,34.602,105.918,China,CHN,Capital Provincia,1225000
Xiangshui,26.5964,104.8314,China,CHN,Ciudad,1221000
Dadukou,26.5849,101.7149,China,CHN,Capital Provincia,1214121
Vila Velha,3.2167,-51.2167,Brasil,BRA,Ciudad,1209091
Chelyabinsk,55.15,61.4,Rusia,RUS,Capital Comunidad,1202371
Mombasa,-4.05,39.6667,Kenia,KEN,Capital Comunidad,1200000
Providence,41.823,-71.4187,Estados Unidos,USA,Capital Comunidad,1203230
Varanasi,25.3189,83.0128,India,IND,Ciudad,1198491
Qom,34.64,50.8764,Irán,IRN,Capital Comunidad,1201158
Zhangye,38.9355,100.4553,China,CHN,Capital Provincia,1199515
Hiroshima,34.4,132.45,Japón,JPN,Capital Comunidad,1198021
Maiduguri,11.8333,13.15,Nigeria,NGA,Capital Comunidad,1197497
Maputo,-25.9153,32.5764,Mozambique,MOZ,Capital,1191613
Doha,25.3,51.5333,Catar,QAT,Capital,1186023
Rosario,-32.9575,-60.6394,Argentina,ARG,Capital Provincia,1193605
Pikine,14.75,-17.4,Senegal,SEN,Ciudad,1170791
Xinyu,27.795,114.9242,China,CHN,Capital Provincia,1186700
Ahvaz,31.3203,48.6692,Irán,IRN,Capital Comunidad,1184788
Jacksonville,30.3322,-81.6749,Estados Unidos,USA,Ciudad,1181496
Medina,24.4667,39.6,Arabia Saudí,SAU,Capital Comunidad,1180770
Srinagar,34.0911,74.8061,India,IND,Capital Comunidad,1180570
Omsk,54.9667,73.3833,Rusia,RUS,Capital Comunidad,1178391
Liaoyuan,42.8976,125.1381,China,CHN,Ciudad,1176239
Cilacap,-7.7167,109.017,Indonesia,IDN,Capital Provincia,1174964
Yingtan,28.2333,117.0,China,CHN,Ciudad,1175000
Bandar Lampung,-5.4294,105.2625,Indonesia,IDN,Capital Comunidad,1166761
Samara,53.1833,50.1167,Rusia,RUS,Capital Comunidad,1169719
Guankou,28.2363,113.6984,China,CHN,Capital Provincia,1168056
Ulsan,35.55,129.3167,Corea del Sur,KOR,Capital Comunidad,1166033
Dingzhou,38.5158,114.9845,China,CHN,Ciudad,1165182
Campinas,-22.9009,-47.0573,Brasil,BRA,Ciudad,1164098
Lianyuan,27.6961,111.6659,China,CHN,Capital Provincia,1162928
Dakar,14.7319,-17.4572,Senegal,SEN,Capital,1146053
Rongcheng,29.8239,112.9019,China,CHN,Capital Provincia,1162770
Kaiyuan,36.0656,113.8153,China,CHN,Capital Provincia,1160000
Nay Pyi Taw,19.7475,96.115,Birmania,MMR,Capital,1160242
Kigali,-1.9536,30.0606,Ruanda,RWA,Capital,1156663
Leiyang,26.4179,112.8457,China,CHN,Capital Provincia,1151554
Yichun,47.7235,128.8893,China,CHN,Capital Provincia,1148126
Benin City,6.3176,5.6145,Nigeria,NGA,Capital Comunidad,1147188
Birmingham,52.48,-1.9025,Reino Unido,GBR,Ciudad,1137100
Xiantao,30.3833,113.4,China,CHN,Ciudad,1140100
Amritsar,31.6269,74.877,India,IND,Ciudad,1132383
Callao,-12.0611,-77.1333,Peru,PER,Capital Comunidad,1129854
Monterrey,25.6667,-100.3,México,MEX,Capital Comunidad,1135512
Aligarh,27.88,78.08,India,IND,Ciudad,1131160
Yingchuan,34.1511,113.4733,China,CHN,Capital Provincia,1131896
Ciudad Nezahualcoyotl,19.41,-99.03,México,MEX,Ciudad,1109363
Tripoli,32.8752,13.1875,Libia,LBY,Capital,1126000
Nampo,38.7689,125.4505,Corea del Norte,PRK,Ciudad,1127000
Rostov,47.2333,39.7167,Rusia,RUS,Capital Comunidad,1125299
Tegucigalpa,14.0942,-87.2067,Honduras,HND,Capital,1126534
Tbilisi,41.7225,44.7925,Georgia,GEO,Capital,1118035
Guwahati,26.1722,91.7458,India,IND,Ciudad,1116267
Ufa,54.7261,55.9475,Rusia,RUS,Capital Comunidad,1115560
Fes,34.0433,-5.0033,Marruecos,MAR,Capital Comunidad,1112072
Bien Hoa,10.9508,106.8221,Vietnam,VNM,Capital Comunidad,1104000
N'Djamena,12.11,15.05,Chad,TCD,Capital,1092066
Ikare,7.5304,5.76,Nigeria,NGA,Capital Provincia,1099931
Salt Lake City,40.7777,-111.9306,Estados Unidos,USA,Capital Comunidad,1098526
Bhilai,21.2186,81.4314,India,IND,Ciudad,1097000
Haora,22.5736,88.3251,India,IND,Ciudad,1077075
Tamale,9.4075,-0.8533,Ghana,GHA,Capital Comunidad,1095808
Xibeijie,39.737,98.5049,China,CHN,Capital Provincia,1095947
Copenhague,55.6805,12.5615,Dinamarca,DNK,Capital,1085000
Nezahualcoyotl,19.4,-98.9889,México,MEX,Capital Provincia,1077208
Hanchuan,30.652,113.8274,China,CHN,Ciudad,1092700
Gongzhuling,43.5036,124.8088,China,CHN,Ciudad,1092692
Krasnoyarsk,56.0089,92.8719,Rusia,RUS,Capital Comunidad,1083865
Colonia,50.9422,6.9578,Alemania,DEU,Ciudad,1083498
Yicheng,31.3697,119.8239,China,CHN,Capital Provincia,1082929
Zhufeng,36.0,119.4167,China,CHN,Ciudad,1081960
Sao Goncalo,-22.8269,-43.0539,Brasil,BRA,Ciudad,1077687
Nashville,36.1715,-86.7843,Estados Unidos,USA,Capital Comunidad,1081903
Yerevan,40.1814,44.5144,Armenia,ARM,Capital,1075800
Nur-Sultan,51.1333,71.4333,Kazajistán,KAZ,Capital,1078362
Nouakchott,18.0858,-15.9785,Mauritania,MRT,Capital,1077169
Vereeniging,-26.6736,27.9319,Sudáfrica,ZAF,Ciudad,1074000
Richmond,37.5295,-77.4756,Estados Unidos,USA,Capital Comunidad,1075798
Sao Luis,-2.53,-44.3028,Brasil,BRA,Capital Comunidad,1073893
Ranchi,23.3556,85.3347,India,IND,Capital Comunidad,1073440
San Pedro Sula,15.5,-88.0333,Honduras,HND,Capital Comunidad,1073824
Taixing,32.1724,120.0142,China,CHN,Capital Provincia,1073921
Gwalior,26.215,78.1931,India,IND,Ciudad,1069276
Memphis,35.1046,-89.9773,Estados Unidos,USA,Ciudad,1066967
Goyang,37.6564,126.835,Corea del Sur,KOR,Capital Provincia,1061929
Bezwada,16.5167,80.6167,India,IND,Ciudad,1048240
Edmonton,53.5344,-113.4903,Canadá,CAN,Capital Comunidad,1062643
Bishkek,42.8667,74.5667,Kirguistán,KGZ,Capital,1053900
Mizhou,35.99,119.3801,China,CHN,Capital Provincia,1060000
Tunis,36.8008,10.18,Túnez,TUN,Capital,1056247
Xishan,27.6609,113.4946,China,CHN,Capital Provincia,1060000
Ezhou,30.3972,114.8842,China,CHN,Capital Provincia,1059700
Barquisimeto,10.0678,-69.3467,Venezuela,VEN,Capital Comunidad,1059092
Sendai,38.2683,140.8694,Japón,JPN,Capital Comunidad,1058070
Hegang,47.3139,130.2775,China,CHN,Capital Provincia,1058665
Kathmandu,27.7167,85.3667,Nepal,NPL,Capital,975453
Mexicali,32.6633,-115.4678,México,MEX,Capital Comunidad,1049792
Voronezh,51.6717,39.2106,Rusia,RUS,Capital Comunidad,1047549
Perm,58.0139,56.2489,Rusia,RUS,Capital Comunidad,1048005
Changwon,35.2281,128.6811,Corea del Sur,KOR,Capital Comunidad,1046054
Zhongwei,37.5139,105.1884,China,CHN,Capital Provincia,1046000
Shouguang,36.8833,118.7333,China,CHN,Ciudad,1039205
Bogor,-6.5917,106.8,Indonesia,IDN,Ciudad,1030720
Raleigh,35.8325,-78.6435,Estados Unidos,USA,Capital Comunidad,1038738
Cartagena Col,10.4236,-75.5253,Colombia,COL,Capital Comunidad,1036412
Chandigarh,30.7353,76.7911,India,IND,Capital Comunidad,1026459
Matola,-25.9667,32.4667,Mozambique,MOZ,Ciudad,1032197
Jodhpur,26.2944,73.0278,India,IND,Ciudad,1033918
Ogbomoso,8.1333,4.25,Nigeria,NGA,Capital Provincia,1032000
Shymkent,42.3,69.6,Kazajistán,KAZ,Capital Comunidad,1028673
Niamey,13.5086,2.1111,Níger,NER,Capital,1026848
Taizhou,28.6583,121.4221,China,CHN,Capital Provincia,1030200
Managua,12.15,-86.2667,Nicaragua,NIC,Capital,1028808
Bagam,1.0678,104.0167,Indonesia,IDN,Ciudad,1029808
Shubra al Khaymah,30.1286,31.2422,Egipto,EGY,Ciudad,1025569
Maceio,-9.6658,-35.735,Brasil,BRA,Capital Comunidad,1025360
Monrovia,6.3106,-10.8047,Liberia,LBR,Capital,1021762
Wafangdian,39.6271,121.9972,China,CHN,Ciudad,1024876
Zhongxiang,31.169,112.5853,China,CHN,Ciudad,1022514
Odesa,46.4775,30.7326,Ucrania,UKR,Capital Comunidad,1017699
Port-au-Prince,18.5425,-72.3386,Haití,HTI,Capital,987310
New Orleans,30.0687,-89.9288,Estados Unidos,USA,Ciudad,1020886
Villahermosa,17.9892,-92.9281,México,MEX,Capital Comunidad,1013484
Thu Duc,10.7924,106.7518,Vietnam,VNM,Capital Provincia,1013795
Volgograd,48.7086,44.5147,Rusia,RUS,Capital Comunidad,1015586
Mysore,12.3086,76.6531,India,IND,Ciudad,1014227
Islamabad,33.6989,73.0369,Pakistán,PAK,Capital,1014825
Xinyi,22.3559,110.9369,China,CHN,Ciudad,1013900
Raipur,21.2379,81.6337,India,IND,Capital Comunidad,1010087
Arequipa,-16.3988,-71.5369,Peru,PER,Capital Comunidad,1008290
Port Harcourt,4.75,7.0,Nigeria,NGA,Capital Comunidad,1005904
Louisville,38.1663,-85.6485,Estados Unidos,USA,Ciudad,1005654
Zaoyang,32.1287,112.7581,China,CHN,Ciudad,1004741
Shuizhai,33.4433,114.8994,China,CHN,Ciudad,1003698
Xingyi,25.091,104.9011,China,CHN,Ciudad,1004132
Kota,25.18,75.83,India,IND,Ciudad,1001694
Quetta,30.192,67.007,Pakistán,PAK,Capital Comunidad,1001205
Ottawa,45.4247,-75.695,Canadá,CAN,Capital,989567
Estocolmo,59.3294,18.0686,Suecia,SWE,Capital,975819
Asmara,15.3333,38.9167,Eritrea,ERI,Capital,963000
Freetown,8.4833,-13.2331,Sierra Leona,SLE,Capital,951000
Vientiane,17.9667,102.6,Laos,LAO,Capital,948487
Jerusalem,31.7833,35.2167,Israel,ISR,Capital,919438
Bangui,4.3732,18.5628,República Centroafricana,CAF,Capital,889231
Panama City,9.0,-79.5,Panamá,PAN,Capital,880691
Amsterdam,52.3667,4.8833,Netherlands,NLD,Capital,862965
Lome,6.1319,1.2228,Togo,TGO,Capital,837437
Libreville,0.3901,9.4544,Gabón,GAB,Capital,797003
Zagreb,45.8131,15.9772,Croacia,HRV,Capital,790017
Dushanbe,38.5731,68.7864,Tayikistán,TJK,Capital,778500
Lilongwe,-13.9833,33.7833,Malawi,MWI,Capital,781538
Cotonou,6.402,2.518,Benín,BEN,Capital,762000
Colombo,6.9167,79.8333,Sri Lanka,LKA,Capital,752993
Pretoria,-25.7464,28.1881,Sudáfrica,ZAF,Capital,741651
Winnipeg,49.8844,-97.1464,Canadá,CAN,Capital Comunidad,705244
Quebec City,46.8139,-71.2081,Canadá,CAN,Capital Comunidad,705103
Oslo,59.9111,10.7528,Noruega,NOR,Capital,693494
Atenas,37.9842,23.7281,Grecia,GRC,Capital,664046
Bujumbura,-3.3825,29.3611,Burundi,BDI,Capital,658859
Helsinki,60.1756,24.9342,Finlandia,FIN,Capital,642045
Skopje,41.9833,21.4333,Macedonia del Norte,MKD,Capital,640000
Chisinau,47.0228,28.8353,Moldavia,MDA,Capital,639000
Riga,56.9475,24.1069,Letonia,LVA,Capital,614618
Kingston,17.9714,-76.7931,Jamaica,JAM,Capital,580000
Rabat,34.0253,-6.8361,Marruecos,MAR,Capital,572717
Vilnius,54.6833,25.2833,Lituania,LTU,Capital,574147
San Salvador,13.6989,-89.1914,El Salvador,SLV,Capital,567698
Djibouti,11.595,43.1481,Yibuti,DJI,Capital,562000
Dublin,53.3497,-6.2603,Irlanda,IRL,Capital,553165
La Haya,52.08,4.31,Netherlands,NLD,Capital,537833
Asuncion,-25.3,-57.6333,Paraguay,PRY,Capital,524190
Lisboa,38.708,-9.139,Portugal,PRT,Capital,506654
Bratislava,48.1447,17.1128,Eslovaquia,SVK,Capital,475503
Kitchener,43.4186,-80.4728,Canadá,CAN,Ciudad,470015
Tallin,59.4372,24.745,Estonia,EST,Capital,438341
Beirut,33.8869,35.5131,Líbano,LBN,Capital,361366
Cape Town,-33.925,18.425,Sudáfrica,ZAF,Capital,433688
Tirana,41.33,19.82,Albania,ALB,Capital,418495
Wellington,-41.2889,174.7772,Nueva Zelanda,NZL,Capital,418500
Dodoma,-6.1835,35.746,Tanzania,TZA,Capital,410956
Halifax,44.6475,-63.5906,Canadá,CAN,Capital Comunidad,403131
Bissau,11.8592,-15.5956,Guinea-Bissau,GNB,Capital,395954
Canberra,-35.2931,149.1269,Australia,AUS,Capital,381488
Juba,4.85,31.6,Sudán del Sur,SSD,Capital,372410
Yamoussoukro,6.8161,-5.2742,Costa de Marfil,CIV,Capital,355573
Victoria,48.4283,-123.3647,Canadá,CAN,Capital Comunidad,335696
Maseru,-29.31,27.48,Lesoto,LSO,Capital,330790
Nicosia,35.1725,33.365,Chipre,CYP,Capital,330000
Windhoek,-22.57,17.0836,Namibia,NAM,Capital,322500
Port Moresby,-9.4789,147.1494,Papúa Nueva Guinea,PNG,Capital,317374
Porto-Novo,6.4833,2.6167,Benín,BEN,Capital,300000
Sucre,-19.0431,-65.2592,Bolivia,BOL,Capital,300000
San Jose,9.9333,-84.0833,Costa Rica,CRI,Capital,288054
Ljubljana,46.05,14.5167,Eslovenia,SVN,Capital,286745
Sarajevo,43.8563,18.4132,Bosnia y Herzegovina,BIH,Capital,275524
Nassau,25.0667,-77.3333,Bahamas,BHS,Capital,274400
Bloemfontein,-29.1,26.2167,Sudáfrica,ZAF,Capital,256185
Fort-de-France,14.6104,-61.08,Martinica,MTQ,Capital,253995
Nueva Delhi,28.6139,77.209,India,IND,Capital,249998
Gaborone,-24.6569,25.9086,Botsuana,BWA,Capital,231626
Paramaribo,5.8667,-55.1667,Surinam,SUR,Capital,223757
Dili,-8.5536,125.5783,Timor Oriental,TLS,Capital,222323
Male,4.175,73.5083,Maldivas,MDV,Capital,133019
Georgetown,6.7833,-58.1667,Guyana,GUY,Capital,200500
Gibraltar,36.1324,-5.3781,Gibraltar,GIB,Capital,187083
Saint-Denis,-20.8789,55.4481,Reunión,REU,Capital,190047
Malabo,3.7521,8.7737,Guinea Ecuatorial,GNQ,Capital,187302
Podgorica,42.4397,19.2661,Montenegro,MNE,Capital,174515
Manama,26.225,50.5775,Baréin,BHR,Capital,157474
Port Louis,-20.1667,57.5,Mauricio,MUS,Capital,149194
Willemstad,12.108,-68.935,Curaçao,CUW,Capital,150000
Berna,46.948,7.4474,Suiza,CHE,Capital,133798
Papeete,-17.5334,-149.5667,Polinesia Francesa,PYF,Capital,131695
Luxemburgo,49.6106,6.1328,Luxembourg,LUX,Capital,128512
Reykjavik,64.1475,-21.935,Islandia,ISL,Capital,128793
Praia,14.9177,-23.5092,Cabo Verde,CPV,Capital,127832
Sri Jayewardenepura Kotte,6.9,79.9164,Sri Lanka,LKA,Capital,115826
Bridgetown,13.0975,-59.6167,Barbados,BRB,Capital,110000
Moroni,-11.7036,43.2536,Comoras,COM,Capital,111329
Thimphu,27.4833,89.6333,Bután,BTN,Capital,104000
Mbabane,-26.3208,31.1617,Suazilandia,SWZ,Capital,94874
Noumea,-22.2625,166.4443,Nueva Caledonia,NCL,Capital,93060
